HCPCS_Cd,HCPCS_Desc,Brnd_Name,Gnrc_Name,Tot_Spndng_2019,Tot_Dsg_Unts_2019,Tot_Clms_2019,Tot_Benes_2019,Avg_Spndng_Per_Dsg_Unt_2019,Avg_Spndng_Per_Clm_2019,Avg_Spndng_Per_Bene_2019,Outlier_Flag_2019,Tot_Spndng_2020,Tot_Dsg_Unts_2020,Tot_Clms_2020,Tot_Benes_2020,Avg_Spndng_Per_Dsg_Unt_2020,Avg_Spndng_Per_Clm_2020,Avg_Spndng_Per_Bene_2020,Outlier_Flag_2020,Tot_Spndng_2021,Tot_Dsg_Unts_2021,Tot_Clms_2021,Tot_Benes_2021,Avg_Spndng_Per_Dsg_Unt_2021,Avg_Spndng_Per_Clm_2021,Avg_Spndng_Per_Bene_2021,Outlier_Flag_2021,Tot_Spndng_2022,Tot_Dsg_Unts_2022,Tot_Clms_2022,Tot_Benes_2022,Avg_Spndng_Per_Dsg_Unt_2022,Avg_Spndng_Per_Clm_2022,Avg_Spndng_Per_Bene_2022,Outlier_Flag_2022,Tot_Spndng_2023,Tot_Dsg_Unts_2023,Tot_Clms_2023,Tot_Benes_2023,Avg_Spndng_Per_Dsg_Unt_2023,Avg_Spndng_Per_Clm_2023,Avg_Spndng_Per_Bene_2023,Outlier_Flag_2023,Avg_DY23_ASP_Price,Chg_Avg_Spndng_Per_Dsg_Unt_22_23,CAGR_Avg_Spnd_Per_Dsg_Unt_19_23
J3360,"Injection, diazepam, up to 5 mg",Diazepam,Diazepam,49395.68,6251,4708,2353,7.9020444729,10.491860663,20.992639184,0,34215,4494.5,3719,1835,7.6126376683,9.2000537779,18.645776567,0,29474.6,4489.5,3774,1947,6.5652299811,7.8099099099,15.13846944,0,23863.15,3959.6,3024,1788,6.026656733,7.8912533069,13.346280761,0,20945.3,3059,2232,1241,6.8471068977,9.3840949821,16.877759871,0,7.09975,0.1361368668,-0.035189748
J3370,"Injection, vancomycin hcl, 500 mg",Vancomycin*,Vancomycin HCL In 5 % Dextrose*,946246.03,223191.9,47818,12344,4.2396073961,19.788490317,76.656353694,0,1208309.78,415535.8,31504,7561,2.9078355704,38.354170264,159.80819733,0,413085.76,147702.3,25365,6596,2.796745616,16.285659767,62.626707095,0,269585.67,87082.5,18915,5428,3.0957502368,14.252480571,49.665746131,0,189444.61,73181.5,17661,5396,2.588695367,10.726720458,35.108341364,0,2.45925,-0.163790626,-0.116027354
J3371,"Injection, vancomycin hcl (mylan) not therapeutically equivalent to j3370, 500 mg",Vancomycin HCL (J3371),Vancomycin HCL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,474.18,72,18,18,6.5858333333,26.343333333,26.343333333,1,6.36825,,
J3372,"Injection, vancomycin hcl (xellia) not therapeutically equivalent to j3370, 500 mg",Vancomycin HCL (J3372),Vancomycin/Water For Inj (Peg),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1715.68,47,39,,36.503829787,43.991794872,,0,6.531,,
J3380,"Injection, vedolizumab, 1 mg",Entyvio,Vedolizumab,333606943.19,18697328,62170,11480,17.842492959,5366.0438023,29059.838257,0,434494106.8,23570855,78251,13756,18.433531868,5552.5693831,31585.788514,0,526528196.47,27759023.1,92268,15742,18.967821547,5706.5092607,33447.350811,0,673755474.59,31217957,103942,17466,21.582305165,6482.0330048,38575.259051,0,727761504.54,33580269,111820,18640,21.672295256,6508.3303929,39042.999171,0,22.127,0.0041696237,0.0498139603
J3385,"Injection, velaglucerase alfa, 100 units",Vpriv,Velaglucerase Alfa,23839075.21,76641,1823,104,311.04859292,13076.837745,229221.87702,0,25304812.01,80100,1826,110,315.91525605,13858.056961,230043.74555,0,27094729.05,84724,1964,107,319.79992741,13795.686889,253221.76682,0,28849850.64,81677,1922,106,353.21878424,15010.328117,272168.40226,0,30900224.99,87224,2042,108,354.26287478,15132.333492,286113.19435,0,362.1125,0.0029559315,0.0330571559
J3396,"Injection, verteporfin, 0.1 mg",Visudyne,Verteporfin,3991220.99,373731.1,2569,2195,10.679392189,1553.6087933,1818.3239134,0,2648687.24,242295.2,1685,1437,10.931653784,1571.9212107,1843.2061517,0,2537428.32,231929.6,1739,1407,10.940510914,1459.1307188,1803.4316418,0,1812799.96,163206,1271,1018,11.107434531,1426.2784894,1780.7465226,0,1671832.8,150631,1220,937,11.098862784,1370.3547541,1784.2399146,0,11.33225,-0.000771713,0.0096782165
J3410,"Injection, hydroxyzine hcl, up to 25 mg",Hydroxyzine HCL,Hydroxyzine HCL,29478.79,4577,2845,1387,6.4406357876,10.361613357,21.253633742,0,15303.46,2272,1336,733,6.7356778169,11.454685629,20.877844475,0,14046.66,1671,1112,686,8.4061400359,12.631888489,20.476180758,0,12405.47,1302,840,560,9.5280107527,14.768416667,22.152625,0,13354.51,1152,700,460,11.592456597,19.077871429,29.031543478,0,12.63825,0.2166712337,0.1582750046
J3411,"Injection, thiamine hcl, 100 mg",Thiamine HCL,Thiamine HCL,344056.5,143839,50511,5414,2.3919555892,6.8115163034,63.54940894,0,1031344.27,409340,131528,10154,2.5195296575,7.841252585,101.57024522,0,1752222.82,583608,170965,12744,3.0023968486,10.249014828,137.49394382,0,680121.69,254862,78851,7688,2.6685880594,8.6254034825,88.465360302,0,314092.39,126382,44504,5266,2.4852620626,7.0576215621,59.645345613,0,2.5240610425,-0.068697751,0.0096126178
J3415,"Injection, pyridoxine hcl, 100 mg",Pyridoxine HCL,Pyridoxine HCL (Vitamin B6),1423956.83,152922,56297,5524,9.3116545036,25.293653836,257.77639935,0,3454057.01,453214,142379,10588,7.6212495863,24.259595938,326.2237448,0,6881525.2,663661.5,182144,13281,10.36902879,37.780685611,518.14812138,0,2786105.71,324758,98665,8542,8.5790210249,28.238034865,326.16550105,0,1693171.28,152140,59766,6322,11.129034311,28.330008366,267.82209427,0,12.037,0.2972382604,0.0455809377
J3420,"Injection, vitamin b-12 cyanocobalamin, up to 1000 mcg",Cyanocobalamin Injection*,Cyanocobalamin (Vitamin B-12)*,4022538.8298,2267833.5,2261985,534587,1.7737364008,1.7783225043,7.5245728569,0,3446023.97,1758043.7,1752896,439391,1.9601469349,1.9659032652,7.8427277072,0,3548759.85,1812068.5,1806138,417726,1.9584027039,1.9648331689,8.4954248719,0,2913856.24,1723206.5,1716729,409677,1.6909501212,1.6973303532,7.1125697562,0,2502840.7601,1635736,1631017,390832,1.5301006764,1.5345276966,6.4038788023,0,1.5735,-0.095123708,-0.036264777
J3430,"Injection, phytonadione (vitamin k), per 1 mg",Phytonadione*,Phytonadione (Vit K1)*,32986.31,8256.5,1433,965,3.9951928783,23.01905792,34.182704663,0,19951.25,5216,956,654,3.8250095859,20.869508368,30.506498471,0,14279.37,4107,767,472,3.4768371074,18.617170795,30.252902542,0,13693.12,4478,1098,434,3.0578651184,12.470965392,31.550967742,0,8106.11,2963,714,290,2.7357779278,11.353095238,27.952103448,0,3.00975,-0.105330738,-0.09032602
J3465,"Injection, voriconazole, 10 mg",Vfend IV*,Voriconazole*,11973.44,6726,142,34,1.7801724651,84.32,352.16,0,948.6,570,156,38,1.6642105263,6.0807692308,24.963157895,0,3657.93,2555,179,45,1.4316751468,20.435363128,81.287333333,0,3953.24,3302,296,46,1.1972259237,13.355540541,85.94,0,1029.15,963.3,186,60,1.0683587667,5.5330645161,17.1525,0,0.9997606849,-0.107638128,-0.119835679
J3471,"Injection, hyaluronidase, ovine, preservative free, per 1 usp unit (up to 999 usp units)",Vitrase,"Hyaluronidase,ovine",12020.64,29452,228,175,0.4081434198,52.722105263,68.689371429,0,6149.24,14031,67,56,0.4382609935,91.779701493,109.80785714,0,6545.27,14092,61,50,0.4644670735,107.2995082,130.9054,0,7691.78,16054,60,36,0.4791192226,128.19633333,213.66055556,0,4525.32,9411,42,38,0.4808543194,107.74571429,119.08736842,0,0.48825,0.0036214301,0.0418379683
J3473,"Injection, hyaluronidase, recombinant, 1 usp unit",Hylenex,"Hyaluronidase, Human Recomb.",17049.84,48701,342,260,0.3500921952,49.853333333,65.576307692,0,23665.12,66673,472,350,0.3549430804,50.137966102,67.614628571,0,34538.04,96068,477,330,0.3595165924,72.406792453,104.66072727,0,36252.22,101720,395,291,0.3563922532,91.777772152,124.5780756,0,39137.49,110890,472,384,0.3529397601,82.918411017,101.92054688,0,0.359,-0.009687341,0.0020272662
J3475,"Injection, magnesium sulfate, per 500 mg",Magnesium Sulfate*,Magnesium Sulfate*,377209.52,563989.4,137800,23798,0.6688237758,2.737369521,15.850471468,0,301130.39,538859.8,131454,21706,0.5588288271,2.2907662757,13.873140606,0,370547.5,520724.9,127365,21194,0.7115993493,2.9093353747,17.48360385,0,331697.12,465125.1,117860,20649,0.7131352834,2.8143315798,16.063592426,0,350743.68,453358.2,120619,21025,0.7736568568,2.9078642668,16.682220214,0,0.7865,0.0848668896,0.037072621
J3480,"Injection, potassium chloride, per 2 meq",Dextrose 5%-Potassium Chloride*,Potassium Chloride In D5W*,85833.98,530940.5,47624,14437,0.1616640283,1.8023261381,5.9454166378,0,81088.79,529569,48904,13927,0.1531222371,1.6581218305,5.82241617,0,74982.25,483599,45168,12708,0.1550504654,1.6600746103,5.9003973875,0,65164.25,402005.5,37629,11511,0.1620979066,1.7317560924,5.6610416124,0,52671.67,431201.5,43695,12651,0.1221509434,1.2054392951,4.1634392538,0,0.116,-0.246437256,-0.067667427
J3489,"Injection, zoledronic acid, 1 mg",Reclast*,Zoledronic Acid/Mannitol-Water*,6911568.55,594693,136974,76031,11.622078198,50.458981632,90.904611935,0,6211800.83,556539.3,128094,71966,11.161477419,48.494081144,86.315771753,0,6038888.51,582221.8,133155,78122,10.372144276,45.352322557,77.300741277,0,4257950.12,591258,134229,82948,7.2015095271,31.721536479,51.332764141,0,5306181.44,614237,138297,89990,8.6386548515,38.368015503,58.964123125,0,8.8145,0.1995616779,-0.071481455
J7030,"Infusion, normal saline solution , 1000 cc",Sodium Chloride (J7030),0.9 % Sodium Chloride,753376.71,306948,275908,92032,2.454411529,2.7305359395,8.1860299678,0,720638,281049.7,248110,79203,2.5640945356,2.9045100963,9.0986200018,0,762102.35,284568,253102,82288,2.6781027733,3.0110483125,9.2614032423,0,679207.95,258427.5,238338,80413,2.6282340308,2.8497677668,8.446494348,0,728593.62,284436,263088,84551,2.561537991,2.7693913063,8.6172087852,0,2.58525,-0.025376751,0.0107374436
J7040,"Infusion, normal saline solution, sterile (500 ml = 1 unit)",Sodium Chloride (J7040),0.9 % Sodium Chloride,307859.17,253535.3,214074,69634,1.2142655086,1.4380969665,4.421104202,0,273224.08,214644.7,182408,58851,1.2729132375,1.4978733389,4.6426412465,0,281686.23,206144,175328,56931,1.3664536926,1.606624327,4.9478531907,0,255581.31,194901.3,162198,54072,1.3113371229,1.5757365072,4.7266849756,0,261326.84,206521.2,173166,55105,1.2653753707,1.5091117194,4.742343526,0,1.29275,-0.035049532,0.0103606637
J7042,5% dextrose/normal saline (500 ml = 1 unit),Dextrose 5%-0.9% NaCl,Dextrose 5 % And 0.9 % NaCl,20599.32,21706,14494,5964,0.9490150189,1.4212308541,3.453943662,0,24766.79,23514,12246,4500,1.0532784724,2.0224391638,5.5037311111,0,36637.92,31612,14311,3788,1.1589877262,2.5601229823,9.6721013728,0,28558.71,29127,13244,3374,0.9804892368,2.1563508004,8.4643479549,0,20960.95,18385,8965,2691,1.1401115039,2.338087005,7.7892790784,0,1.164,0.1627985919,0.0469322076
J7050,"Infusion, normal saline solution, 250 cc",Sodium Chloride (J7050),0.9 % Sodium Chloride,412953.85,648192.9,454849,118840,0.6370848092,0.9078921796,3.4748725176,0,357453.88,530939.7,377263,95102,0.6732476023,0.947492545,3.7586368321,0,371160.51,525930.4,362496,96653,0.7057217267,1.0239023603,3.8401343983,0,334847.19,488311,337097,91409,0.6857252653,0.993325927,3.6631752891,0,346543.89,516987.4,351279,96222,0.670313996,0.9865203727,3.6015037102,0,0.6465,-0.022474408,0.0127919935
J7060,5% dextrose/water (500 ml = 1 unit),Dextrose In Water (J7060),Dextrose 5 % In Water,91661.51,37110.5,26268,5412,2.4699616012,3.4894742653,16.936716556,0,71055.46,32152.5,22638,4592,2.2099513257,3.1387693259,15.47375,0,60442.74,30142.5,20714,3941,2.0052331426,2.9179656271,15.336904339,0,50013.01,25721.2,17502,3676,1.9444275539,2.8575597075,13.605280196,0,51865.2,29004,20182,3824,1.788208523,2.5698741453,13.563075314,0,1.71925,-0.080341914,-0.077573036
J7070,"Infusion, d5w, 1000 cc",Dextrose In Water (J7070),Dextrose 5 % In Water,10140.94,2463,2062,557,4.1173122209,4.9180116392,18.206355476,0,10402.54,2620,2232,503,3.9704351145,4.6606362007,20.680994036,0,8047.41,2188,1917,573,3.6779753199,4.1979186228,14.04434555,0,4417.43,1222.5,1182,450,3.6134396728,3.737250423,9.8165111111,0,6979.02,1994,1762,487,3.5000100301,3.9608513053,14.33063655,0,3.4385,-0.031391044,-0.039795202
J7120,"Ringers lactate infusion, up to 1000 cc",Lactated Ringers,"Ringer's Solution,lactated",55327.4,23530.2,21822,10512,2.3513357303,2.5353954725,5.263261035,0,47386.28,20101,18645,9779,2.3574090841,2.5415006704,4.8457183761,0,52359.5,21260,19842,10880,2.4628174976,2.6388216914,4.8124540441,0,58423.59,23694.5,21959,10890,2.4657025892,2.6605760736,5.3648842975,0,54626.16,22213.5,19730,10019,2.4591424134,2.7686852509,5.4522567122,0,2.47375,-0.002660571,0.0112703154
J7170,"Injection, emicizumab-kxwh, 0.5 mg",Hemlibra,Emicizumab-Kxwh,95734819.66,1731499.4,2544,239,55.290125807,37631.611502,400564.099,1,147878934.4,2621301.6,3760,313,56.414315087,39329.50383,472456.65942,1,178638412.82,3214322,4344,358,55.575767711,41123.023209,498989.97994,1,203557787.27,3810586,4717,397,53.419024599,43154.078285,512740.01831,0,233254206.46,4489264,5496,446,51.95822889,42440.721699,522991.4943,0,50.52925,-0.027345982,-0.015418457
J7175,"Injection, factor x, (human), 1 i.u.",Coagadex,Coagulation Factor X,3775260.65,526846,127,,7.1657764318,29726.461811,,0,5972051.18,614465,213,,9.7191071583,28037.798967,,1,6898741.61,548128,189,,12.586004747,36501.27836,,1,8767267.74,765555,182,,11.452172267,48171.800769,,1,9307822.34,1068669,166,13,8.7097336406,56071.218916,715986.33385,0,8.85725,-0.239468859,0.0499905849
J7177,"Injection, human fibrinogen concentrate (fibryga), 1 mg",Fibryga,Fibrinogen,,,,,,,,,,,,,,,,,284350.6,237050,24,,1.199538494,11847.941667,,0,87056.24,80500,17,,1.0814439752,5120.9552941,,1,622004.5,538100,102,,1.1559273369,6098.0833333,,0,1.17625,0.0688739902,-0.018346606
J7178,"Injection, human fibrinogen concentrate, not otherwise specified, 1 mg",Riastap,Fibrinogen,559402.01,536974,76,15,1.041767404,7360.5527632,37293.467333,0,825088.16,702707,135,11,1.1741567396,6111.7641481,75008.014545,0,698773.45,553216,127,13,1.2631114248,5502.1531496,53751.803846,0,561241.65,335026,69,,1.675218192,8133.9369565,,0,464332.39,256846.6,57,12,1.8078198816,8146.1822807,38694.365833,0,1.37475,0.0791548768,0.1477468207
J7179,"Injection, von willebrand factor (recombinant), (vonvendi), 1 i.u. vwf:rco",Vonvendi,Von Willebrand Factor,10420423.91,3495494,247,34,2.9811019301,42187.951053,306483.05618,1,10409943.35,4044039,250,34,2.574145143,41639.7734,306174.80441,0,9742060.16,3402639,225,40,2.863089549,43298.045156,243551.504,1,12691079.37,4558679,316,44,2.7839379281,40161.643576,288433.62205,0,13541363.24,7345549,422,47,1.8434787162,32088.538483,288114.11149,0,1.81975,-0.337816157,-0.113221152
J7180,"Injection, factor xiii (antihemophilic factor, human), 1 i.u.",Corifact,Factor XIII,2544187.58,179296,103,24,14.189873617,24700.850291,106007.81583,1,2775827.1,216151,108,18,12.842073828,25702.102778,154212.61667,1,3810677.6,221470,137,11,17.2062925,27815.164964,346425.23636,0,4753535.24,277448,179,15,17.133067241,26556.062793,316902.34933,0,3524210.88,287007,131,,12.279180926,26902.37313,,1,9.61475,-0.283305158,-0.035510025
J7181,"Injection, factor xiii a-subunit, (recombinant), per iu",Tretten,"Factor XIII A-Subunit,recomb",,,,,,,,,,,,,,,,,,,,,,,,,515557.65,15523,13,,33.212500805,39658.280769,,1,2121121.36,82598,52,,25.680057144,40790.795385,,0,16.62075,-0.226795438,-0.226795438
J7182,"Injection, factor viii, (antihemophilic factor, recombinant), (novoeight), per iu",Novoeight,"Antihemoph.FVIII,b-Dom Truncat",9339915.52,5383856,184,23,1.7348003959,50760.410435,406083.28348,0,10974001.57,7408700,218,25,1.481231737,50339.456743,438960.0628,0,9594245.4,6599583,194,26,1.453765397,49454.873196,369009.43846,0,8875149.37,6506601,188,21,1.3640223782,47208.24133,422626.16048,0,2343476.58,1932575,73,22,1.2126186979,32102.418904,106521.66273,0,1.232,-0.110997945,-0.085636909
J7183,"Injection, von willebrand factor complex (human), wilate, 1 i.u. vwf:rco",Wilate,Antihemophilic Factor/VWF,4806632.99,3470555,320,42,1.3849753109,15020.728094,114443.64262,0,4109337.48,3706403,327,44,1.1087130784,12566.781284,93394.033636,0,4115026.05,3801926,305,55,1.08235301,13491.888689,74818.655455,0,5626907.47,5002914,286,57,1.1247260037,19674.501643,98717.674912,0,4731914.98,3578568,228,54,1.322292878,20754.01307,87628.055185,0,1.25275,0.1756577813,-0.011511988
J7185,"Injection, factor viii (antihemophilic factor, recombinant) (xyntha), per i.u.",Xyntha*,"Antihemoph.FVIII,b-Domain Del*",13743657.26,7010114,740,74,1.9605468984,18572.509811,185725.09811,0,12164286.55,6595651,656,55,1.8442889944,18543.119741,221168.84636,0,9049780.08,4981093.2,630,65,1.8168260895,14364.730286,139227.38585,0,7866939.39,4681801,472,62,1.6803233179,16667.24447,126886.11919,0,8597754.31,4786408,385,71,1.7962852958,22331.829377,121095.13113,0,1.33075,0.0690117055,-0.021638127
J7186,"Injection, antihemophilic factor viii/von willebrand factor complex (human), per factor viii i.u.",Alphanate (J7186),Antihemophilic Factor/VWF,6223476.03,2967007,235,50,2.0975602788,26482.876723,124469.5206,1,4894847.65,2727754,201,53,1.7944608091,24352.475871,92355.616038,0,4931144.27,3701299,233,42,1.3322739584,21163.709313,117408.1969,0,4185971.92,3396551,184,39,1.2324183915,22749.847391,107332.61333,0,3977658.39,2886715,215,45,1.3779186342,18500.736698,88392.408667,0,1.192,0.1180607525,-0.099720666
J7187,"Injection, von willebrand factor complex (humate-p), per iu vwf:rco",Humate-P,Antihemophilic Factor/VWF,24976431.82,16672854.2,1453,346,1.4980297627,17189.560785,72186.219133,0,25230927.35,17094499.9,1510,311,1.4759675625,16709.223411,81128.383762,0,31423100.87,19954608,1544,324,1.5747290485,20351.749268,96984.879228,0,27978364.35,17959679.4,1454,300,1.5578431957,19242.341369,93261.2145,0,30821278.31,20540023,1477,300,1.5005474098,20867.487007,102737.59437,0,1.3375,-0.036778917,0.0004198952
J7189,"Factor viia (antihemophilic factor, recombinant), (novoseven rt), 1 microgram",Novoseven RT,"Coagulation Factor VIIA,recomb",47853824.7,6771947,913,104,7.0664795073,52413.827711,460132.92981,1,53810055.83,8148269,961,99,6.60386345,55993.814599,543535.91747,1,55643275.35,9441068,1047,111,5.893747969,53145.439685,501290.76892,1,61007123.72,11426625,1035,96,5.3390326295,58944.080889,635490.87208,1,58923708.21,25005986,1055,120,2.3563841158,55851.856123,491030.90175,0,2.37825,-0.558649613,-0.240092474
J7190,"Factor viii (antihemophilic factor, human) per i.u.",Alphanate (J7190)*,Antihemophilic Factor/VWF*,16487988.71,12309322,596,91,1.3394717199,27664.410587,181186.68912,0,14759228.68,8976357,603,73,1.6442336997,24476.332803,202181.21479,0,15124882.04,8983910,828,73,1.6835522662,18266.765749,207190.16493,0,15001471.31,9111608.9,541,69,1.6464129963,27729.152144,217412.62768,0,15735422.23,11245551,482,66,1.3992575579,32646.104212,238415.48833,0,1.1125,-0.150117521,0.0109764244
J7192,"Factor viii (antihemophilic factor, recombinant) per i.u., not otherwise specified",Advate*,"Antihemophil.FVIII,full Length*",150184452.44,78908067.6,5670,726,1.9032838721,26487.55775,206865.63697,0,117861747.99,61654425.2,4330,629,1.9116510714,27219.803231,187379.56755,0,102319393.2,54619299.8,3846,623,1.8733193866,26604.106396,164236.5862,0,88706845.09,46404770,3376,570,1.9115889399,26275.724257,155626.04402,0,67557253.85,38482106.8,2510,456,1.7555497728,26915.240578,148151.87248,0,1.4735,-0.081627992,-0.019997023
J7193,"Factor ix (antihemophilic factor, purified, non-recombinant) per i.u.",Alphanine SD*,Factor IX*,6700602.42,4395221,235,35,1.524520023,28513.201787,191445.78343,0,6271412.58,3369593,285,30,1.8611780651,22004.956421,209047.086,0,4177658.01,2568775,243,26,1.6263230567,17192.008272,160679.15423,0,5949985.63,4468195,280,22,1.3316306987,21249.948679,270453.89227,0,3900663.28,3032693,141,20,1.2862044658,27664.278582,195033.164,0,1.2705,-0.034113236,-0.041605704
J7194,"Factor ix, complex, per i.u.",Bebulin*,"Factor IX Cplx(PCC)no6,3factor*",773252.79,555479,110,101,1.3920468461,7029.5708182,7655.9682178,0,188351.29,94609,41,40,1.9908390322,4593.9339024,4708.78225,0,69013.52,50254,18,15,1.3732940661,3834.0844444,4600.9013333,1,215897.05,141516,16,12,1.5256016987,13493.565625,17991.420833,1,108513.87,69340,18,14,1.5649534179,6028.5483333,7750.9907143,1,1.596,0.0257942287,0.0297027938
J7195,"Injection, factor ix (antihemophilic factor, recombinant) per iu, not otherwise specified",Benefix,Factor IX Human Recombinant,43476315.29,23273382,1495,235,1.8680703685,29081.147351,185005.59698,0,43552395.31,22045737,1179,218,1.9755472593,36940.114767,199781.62986,0,37587828.31,18838651,1147,236,1.9952505256,32770.556504,159270.45894,0,41703621.14,22938478,1236,225,1.8180640032,33740.793803,185349.42729,0,39240782.51,22154551,1101,199,1.7712289683,35641.037702,197189.86186,0,1.69775,-0.025760938,-0.013219932
J7197,"Antithrombin iii (human), per i.u.",Thrombate III,Antithrombin III (Plasma Der),276842.07,92781,36,18,2.9838228732,7690.0575,15380.115,0,90313.07,27342,13,13,3.3030893863,6947.1592308,6947.1592308,1,121491.34,47783,22,11,2.5425640918,5522.3336364,11044.667273,1,133979.42,38644,23,,3.4670173895,5825.1921739,,1,107911.55,36817,13,,2.9310250699,8300.8884615,,1,3.4880890325,-0.154597528,-0.004453331
J7198,"Anti-inhibitor, per i.u.",Feiba NF,Anti-Inhibitor Coagulant Comp.,20728952.44,8647163,667,170,2.3971969119,31077.889715,121935.01435,0,15889108.17,5163018,391,116,3.0774845585,40637.105294,136975.07043,1,19374146.18,6924720,533,125,2.7978237647,36349.242364,154993.16944,0,15994658.87,6270036,453,124,2.5509676292,35308.297726,128989.18444,0,8905775.27,2969116,309,130,2.9994703036,28821.279191,68505.963615,0,2.25525,0.1758166859,0.0576335386
J7200,"Injection, factor ix, (antihemophilic factor, recombinant), rixubis, per iu",Rixubis,Factor IX Human Recombinant,11417300.35,7114195,256,24,1.6048618783,44598.829492,475720.84792,0,9441416.39,5724865,199,20,1.6491945906,47444.303467,472070.8195,0,9054511.25,5844804,278,20,1.5491556689,32570.184353,452725.5625,0,9791300.66,5689870,307,16,1.7208302931,31893.487492,611956.29125,0,10580039.51,5764953,292,,1.8352343046,36233.012021,,0,1.605,0.0664818675,0.0341022055
J7201,"Injection, factor ix, fc fusion protein, (recombinant), alprolix, 1 i.u.",Alprolix,"Factor IX Rec, Fc Fusion Protn",51504864.45,12685659.9,1231,85,4.0600855498,41839.857392,605939.58176,1,54264032.29,12839436,1293,82,4.2263563828,41967.542374,661756.49134,1,54628099.86,12456996,1192,72,4.3853349443,45828.942836,758723.60917,1,58702153.38,13288481.8,1151,94,4.4175214493,51001.002068,624490.9934,1,65841028,17205019,1320,86,3.8268500604,49879.566667,765593.34884,0,3.41775,-0.13371104,-0.014681662
J7202,"Injection, factor ix, albumin fusion protein, (recombinant), idelvion, 1 i.u.",Idelvion,"Factor IX Recom,albumin Fusion",39779195,5956606,925,77,6.6781645454,43004.535135,516612.92208,1,51176327.21,8377490.2,1055,86,6.1087898629,48508.367024,595073.57221,1,54059876.15,8547084,1101,85,6.3249496729,49100.70495,635998.54294,1,60417525.06,9789452,1182,89,6.1716963381,51114.657411,678848.59618,1,60797617.07,10282865,1316,83,5.9125172868,46198.797166,732501.41048,1,4.895,-0.041994783,-0.029984158
J7203,"Injection factor ix, (antihemophilic factor, recombinant), glycopegylated, (rebinyn), 1 iu",Rebinyn,"Factor IX Human Rec,pegylated",3537987.07,789025,65,,4.4839986946,54430.570308,,0,2988121.64,698895,78,,4.2754943733,38309.251795,,0,3463547.66,771387,83,,4.4900259662,41729.48988,,0,2669267.09,525770.2,53,,5.0768702562,50363.53,,0,6108348.11,1288008,133,13,4.7424768402,45927.429398,469872.93154,0,4.321,-0.065866055,0.0141096965
J7204,"Injection, factor viii, antihemophilic factor (recombinant), (esperoct), glycopegylated-exei, per iu",Esperoct,"FVIII Rec,b-Dom Trunc Peg-Exei",,,,,,,,,2276598.71,924712,34,,2.4619543274,66958.785588,,0,7940905.49,3043150.9,131,12,2.6094353356,60617.59916,661742.12417,0,10635811.91,4207314,230,17,2.5279339526,46242.660478,625635.99471,0,10244833.9,3697685,224,22,2.7706075288,45735.865625,465674.26818,0,2.0675,0.0959968024,0.0401556666
J7205,"Injection, factor viii fc fusion protein (recombinant), per iu",Eloctate,"Antihemoph.FVIII Rec,fc Fusion",70333515.55,22473504,2003,155,3.1296194643,35114.086645,453764.61645,1,68572400.29,22717988,1807,144,3.0184187213,37948.201599,476197.22424,0,62519533.71,21375729,1754,137,2.9247907152,35643.975889,456346.96139,0,52236677.8,19962305,1304,126,2.6167658394,40058.801994,414576.80794,0,42302178.82,18012974,1033,114,2.3484283506,40950.802343,371071.74404,0,2.167,-0.102545472,-0.06927486
J7207,"Injection, factor viii, (antihemophilic factor, recombinant), pegylated, 1 i.u.",Adynovate,"Antihemo.FVIII,full Length Peg",36924163.81,13540027,1040,87,2.7270376795,35504.003663,424415.67598,1,35698849.74,11769208,959,74,3.0332414671,37225.077935,482416.88838,1,30089063.17,10247826,786,70,2.9361411064,38281.250852,429843.75957,1,26490431.7,9138876,612,64,2.8986531495,43285.019118,413912.99531,0,18251453.75,7807107,511,60,2.3377998726,35717.130626,304190.89583,0,2.0225,-0.193487543,-0.037769657
J7208,"Injection, factor viii, (antihemophilic factor, recombinant), pegylated-aucl, (jivi), 1 i.u.",Jivi,"FVIII Rec,b-Dom Delet Peg-Aucl",4126353.03,1751849,102,14,2.3554273399,40454.441471,294739.50214,0,10249192.76,3183093,225,20,3.2198847976,45551.967822,512459.638,1,13254350.86,3979066,321,22,3.3310206114,41290.812648,602470.49364,1,18399934.5,5391432,381,34,3.4128102701,48293.791339,541174.54412,1,19093342.4,7030042,443,36,2.7159642005,43100.095711,530370.62222,0,2.26325,-0.204185412,0.0362477065
J7209,"Injection, factor viii, (antihemophilic factor, recombinant), (nuwiq), 1 i.u.",Nuwiq,"Antihemoph.FVIII,hek B-Delete",10067222.27,4578969,244,31,2.1985783852,41259.107664,324749.10548,0,14072892.83,7262487,317,38,1.9377511905,44393.983691,370339.285,0,17804768.39,10443564,468,46,1.7048555828,38044.376902,387060.18239,0,15189471.24,8942347,427,46,1.69860007,35572.532178,330205.89652,0,19247328.51,12064625,594,62,1.5953524051,32402.909949,310440.78242,0,1.32825,-0.060783975,-0.077048948
